"receptionPower:vector RateControlShowcase ($pathlosstype=""RayleighFading"", $rateControl=""AarfRateControl"", #0 - General-3-20190526-19:08:21-20860)",
0.00010270219,0.000000000000319629
1.000102618548,0.000000000000127539
2.000102575711,0.000000000012882579
3.000102403622,0.000000000012132723
4.000102070379,0.000000000005029031
5.000101737259,0.000000000006162002
6.00010140435,0.00000000002786306
6.000213808663,0.000000000016701498
6.00026321296,0.000000000093901032
6.000424212906,0.000000000005399175
6.000934212736,0.000000000002953566
6.001741212468,0.000000000055719606
6.001938616207,0.000000000039498367
6.002029019916,0.000000000017101427
6.002226423559,0.000000000047894679
6.002316827172,0.000000000043303563
6.002514230719,0.000000000011454208
6.002631634227,0.000000000003798032
6.003060634085,0.000000000088438109
6.003258037385,0.000000000052163569
6.003429440628,0.000000000023566117
6.003626843805,0.000000000017648552
6.003789246928,0.000000000013235328
6.004056246839,0.000000000039024019
6.004253649808,0.00000000004137635
6.004317052756,0.000000000001337458
6.00466505264,0.000000000025244778
6.004862455406,0.000000000004783618
6.004943858145,0.000000000007187116
6.005282858032,0.000000000039328431
6.005480260593,0.000000000009095431
6.005570663123,0.000000000007891946
6.006080662954,0.000000000056266022
6.006278065249,0.000000000009246282
6.006422467496,0.000000000004539065
6.006725467395,0.000000000052070603
6.006922869476,0.000000000050898381
6.006986271535,0.000000000012942564
6.007451271381,0.00000000002493623
6.00764867322,0.000000000008091762
6.007838074996,0.000000000036924154
6.008035476706,0.000000000048502602
6.00814387838,0.000000000061726268
6.008341279989,0.000000000112401032
6.008539681532,0.000000000034710362
6.008737083009,0.00000000003517343
6.008854484447,0.000000000013824091
6.009274484307,0.000000000020110116
6.009471885539,0.000000000016916666
6.009652286711,0.000000000001863523
6.010090286566,0.000000000036043171
6.010287687527,0.000000000001601757
6.010834286318,0.000000000009305448
6.011866285975,0.000000000017650129
6.012063686345,0.000000000024392265
6.012172086679,0.000000000018365982
6.012369486947,0.000000000037575879
6.012486887176,0.00000000004121664
6.012684287339,0.000000000013676313
6.012828687454,0.000000000099677867
6.013026087504,0.000000000024873193
6.013152487512,0.000000000020015669
6.013349887454,0.000000000017812802
6.013440287366,0.000000000004888692
6.013743287265,0.000000000009784024
6.014280287086,0.000000000009653401
6.015510286677,0.000000000020896895
6.015707685834,0.000000000018747894
6.015816084955,0.000000000022094268
6.016013484011,0.000000000056139691
6.016202883004,0.000000000005961109
6.016568882882,0.000000000070438025
6.016766281687,0.000000000018485475
6.016928680438,0.00000000001708765
6.017126079123,0.000000000015777549
6.017306477748,0.000000000064980522
6.017503876308,0.000000000046041925
6.01764827482,0.000000000038549746
6.017845673266,0.000000000021317923
6.017927071685,0.000000000011507524
6.018464071506,0.000000000007630199
6.018911071357,0.000000000094290675
6.019108469383,0.000000000004762124
6.019234867367,0.000000000036278738
6.019432265285,0.000000000018532131
6.019567663158,0.00000000003141968
6.019765060965,0.000000000063815936
6.019864458739,0.000000000011522033
6.020365458573,0.000000000057811253
6.020562856115,0.000000000073254394
6.020725253603,0.000000000056331096
6.020922651025,0.000000000013409816
6.02109404839,0.000000000042043098
6.021291445689,0.000000000081647848
6.021381842958,0.000000000052997632
6.021579240162,0.000000000063370168
6.021696637327,0.000000000002524249
6.022026637217,0.000000000018546702
6.022224034206,0.000000000016127198
6.022305431168,0.000000000014092614
6.022626431061,0.000000000004500951
6.023190430874,0.000000000029144831
6.023387827476,0.00000000000385447
6.023460224054,0.000000000003596849
6.023736223962,0.000000000016908617
6.024561223687,0.000000000009659782
6.025476223383,0.000000000029523876
6.025673619224,0.000000000016330439
6.025755015038,0.000000000001821317
6.026238014877,0.000000000011099533
6.026631014747,0.000000000002327686
6.027141014577,0.000000000007915058
6.028398014159,0.000000000022205295
6.028615409021,0.000000000011672655
6.028768803832,0.000000000011926898
6.028986198571,0.000000000046471406
6.029067593283,0.000000000010709202
6.029381593178,0.00000000002015722
6.029598987713,0.000000000006359349
6.029770382191,0.000000000006261716
6.030156382063,0.000000000057406884
6.03037377634,0.000000000011223035
6.030464170587,0.000000000030615859
6.030681564762,0.000000000067555501
6.030879958871,0.000000000022462581
6.031097352908,0.000000000015407364
6.031286746882,0.000000000000230585
6.03168174675,0.000000000085860281
6.03189914052,0.000000000027670779
6.032025534248,0.000000000026608968
6.032242927903,0.000000000004568717
6.032432321495,0.00000000000032291
6.032980321313,0.000000000018152173
6.033197714651,0.000000000092588307
6.033360107935,0.000000000029864967
6.033577501146,0.000000000004877301
6.033757894297,0.000000000000287447
6.034143894169,0.000000000015316718
6.03436128712,0.00000000000004073
6.034493894052,0.00000000001391596
6.034711286886,0.00000000002778265
6.034864679669,0.000000000010821511
6.035412679487,0.000000000123054731
6.035630072015,0.000000000009855877
6.035783464492,0.000000000043707669
6.036000856897,0.000000000001520285
6.036196464355,0.000000000011953476
6.036834464143,0.000000000023718482
6.037051856198,0.000000000036464015
6.037223248196,0.000000000038189037
6.037440640122,0.000000000023382803
6.037549032012,0.0000000000194047
6.037766423829,0.000000000000448955
6.03785403191,0.000000000000541414
6.038222031788,0.000000000030757848
6.038439423382,0.000000000059153944
6.038565814933,0.000000000046637873
6.038783206412,0.000000000037585515
6.038864597864,0.00000000000024661
